央视频道,#genre#
CCTV1,http://202.168.187.208:2024/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.160.172.247:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://113.57.21.233:8666/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://222.92.7.170:3334/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://114.254.95.217:88/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://202.168.187.208:2024/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://43.139.34.228:8008/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://222.92.7.170:3333/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://183.94.1.118:8801/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://222.92.7.170:3334/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://183.64.6.202:8888/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://202.168.187.208:2024/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://118.253.0.237:2023/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://222.92.7.170:3334/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://219.145.19.25:8884/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://183.94.1.118:8801/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://222.92.7.170:3334/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://221.205.128.8:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://202.168.187.208:2024/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://43.139.34.228:8008/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://221.205.128.8:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
